"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"4978"," 4.080008e+01","-1.119258e+02","PACE","5173","13","2553","4620","1388","4619","2310","4517","4979","5823","4940","11","4471","6003","2757","2065","1757","8","2059","12","5114","1686","2878","3728","3583","5821","4618","5422","2063","2756","6059","4494","1387","3380","2311","6057","5820","2058","6056","5335","3880","906","5822","6058","4959","5423","2875","3311","5025","5699"
"4979"," 4.080008e+01","-1.119260e+02","PACE","4619","4495","5821","5820","4978","5823","5173","5114","4494","4517","1686","8","2063","2875","6003","4538","2066","4620","4700","3585","2065","2310","4618","2311","6056","1259","3311","3583","2553","1387","129","5822","3582","3749","723","850","2581","4834","13","1757","4608","3231","906","5024","1364","3271","2757","3880","6059","5025"
"4980"," 3.929479e+01","-1.185711e+02","NV","3489","3828","55","576","1227","3437","3863","2031","1269","3226","3441","5096","760","3656","759","4211","3655","4665","4490","5713","3314","5099","133","5097","234","5964","3440","5177","5551","3669","2164","5098","4088","575","3491","1881","1226","5549","2038","1347","353","5716","4089","5555","605","4663","4932","3439","3613","3830"
"4981"," 3.929479e+01","-1.185713e+02","NV","3491","4933","3655","575","3441","2164","603","1269","3826","1226","3669","3830","3829","3656","1753","4932","1270","5177","3670","3440","576","5551","2173","5180","55","234","4489","5100","1488","3226","3439","5096","5549","761","1752","4199","4980","605","4490","2177","755","2174","606","353","3827","1751","1227","577","2176","2287"
"4982"," 4.535551e+01","-1.226192e+02","PGE","1591","1074","5674","4185","3059","1810","5668","4983","4571","1233","5961","2742","5272","5048","4307","1592","3316","3653","1818","79","5970","1473","5436","4184","5121","3733","2050","813","430","409","5676","1236","4570","5962","24","5354","5611","4569","4500","5233","4996","5027","3526","1082","2099","2741","5051","2514","3652","1472"
"4983"," 4.535543e+01","-1.226191e+02","PGE","4996","1233","3543","2867","5045","5668","3652","3733","84","5970","3653","409","4982","1409","1082","5051","5467","5436","2866","5048","1232","1816","2158","5676","3544","3105","4306","2741","186","3732","3526","79","3782","2029","594","6103","5233","1043","3978","3611","4671","5050","5611","1817","5055","479","131","4697","4565","5974"
"4984"," 3.642656e+01","-1.149079e+02","NV","266","285","2361","4722","3707","443","4989","4987","4985","1864","3369","1149","3370","4721","1865","3549","2992","5286","267","2606","2366","2362","3368","3371","2990","2304","2991","2607","4988","2367","5289","3654","5113","3367","5287","2551","4796","3646","2709","2303","1306","2989","4445","4986","2305","2534","5288","2987","4793","821"
"4985"," 3.642649e+01","-1.149080e+02","NV","2304","266","285","2990","3707","3371","4722","5286","4445","3369","4984","2991","4986","2366","4987","3370","5287","2987","267","2361","5113","1865","4796","3367","2362","4989","2607","3368","443","2606","4988","2992","1149","3549","3654","2989","4721","2303","2709","3646","1864","5288","5289","2551","2988","5655","2534","2367","1307","2305"
"4986"," 3.642648e+01","-1.149081e+02","NV","3369","285","2304","5113","2361","4985","3371","2991","3368","2988","1865","4988","3370","2987","266","2990","2366","4721","4989","2606","2989","2362","2551","3367","1864","2303","4796","3707","267","2992","4987","443","3549","2709","3654","2367","5286","1307","4984","2305","1149","2607","5288","4722","2552","5287","3646","1306","5655","4445"
"4987"," 3.642651e+01","-1.149082e+02","NV","285","4984","2989","4796","4985","3370","2709","266","4989","2992","5286","4721","443","2366","3707","3654","2304","2987","5113","4986","3371","4722","2988","2305","3367","3369","3368","1149","2551","267","2361","1865","2606","2991","5289","2990","1306","2607","2367","2552","4445","3549","1307","2362","2533","2303","4988","1864","5287","1391"
"4988"," 3.642657e+01","-1.149083e+02","NV","4986","285","4984","4985","3549","3369","443","1149","3707","4796","2992","3368","2362","5286","2989","3370","2987","2303","2366","2305","2988","1864","3371","266","2367","4721","4987","5113","267","2361","2990","2991","3367","1865","4445","2551","2304","1306","4989","5288","5289","2606","4722","5287","1307","2607","3550","2552","3646","2709"
"4989"," 3.642666e+01","-1.149084e+02","NV","3654","266","4984","2304","2709","4796","443","4721","3369","1865","2987","4445","2362","2988","4987","4985","3371","3370","285","3549","4986","2990","5113","2992","2607","2366","3707","2989","5287","2305","2367","2551","3368","4722","2991","3367","5288","1149","5286","2361","1307","1306","4793","5289","2606","1864","2303","267","2533","4988"
"4990"," 3.775437e+01","-1.176324e+02","NV","5923","2091","5724","4553","3960","5046","4022","5322","4176","483","5852","1051","4958","3794","6072","2028","2856","373","1020","4041","3061","5985","5870","5077","2626","3660","182","98","427","3817","2509","544","148","5662","595","95","584","3730","5626","5807","4787","5844","1725","3811","419","6009","338","5771","3102","3089"
"4991"," 4.500695e+01","-1.227899e+02","PGE","1409","4697","5847","3791","4698","3792","4407","5668","5233","5851","4992","2299","5004","5196","2660","592","4993","3306","5232","3790","3636","1592","2652","1050","4982","3652","3058","5666","5121","5970","4799","1282","5757","5611","84","3733","5045","3526","3968","3214","4899","3544","6103","3307","4983","3616","85","409","2866","1065"
"4992"," 4.500687e+01","-1.227899e+02","PGE","5232","2660","5847","5571","3305","1282","5233","3351","5968","3791","4697","3058","5196","3526","3969","5611","5851","3963","1043","4799","1317","3307","3790","4993","4991","5666","1592","5848","3792","3214","4030","85","5757","3333","131","5668","6104","481","3652","2661","1231","1409","592","2299","1316","3306","132","3732","5004","3733"
"4993"," 4.500687e+01","-1.227900e+02","PGE","1409","5847","1282","5232","3791","4697","5004","3543","3305","3790","1233","2299","3526","3733","1970","5611","4992","5668","3333","3214","2660","3792","5666","5848","4031","3058","592","4698","1232","481","5851","3306","5850","2652","5233","1068","4991","4899","1317","1316","5968","2256","3636","3963","4983","4407","3351","1231","2866","5969"
"4994"," 3.561509e+01","-1.153561e+02","NV","87","2474","5501","1208","3455","5393","3189","3288","1003","5830","1002","4423","3029","2073","4152","5314","5718","1119","88","979","4937","4485","1456","4955","4715","1455","4717","3032","142","1395","4151","4689","3487","3931","89","736","1979","4149","3289","2464","4422","5132","4032","5580","4308","3319","2477","4920","3190","3320"
"4995"," 4.545828e+01","-1.226525e+02","PGE","185","1494","547","3025","4571","3104","1472","3782","4307","4996","5354","2159","4185","5962","2506","1083","79","5676","1816","5054","1074","2836","5055","2742","5027","2158","1011","1082","2099","3286","1471","2046","6013","3816","1080","4564","5674","5051","2444","3908","3981","4802","5436","3905","3355","5972","1473","4500","3402","2868"
"4996"," 4.552900e+01","-1.226930e+02","PGE","1011","4184","2158","3981","3602","2159","5272","5676","1236","5974","2742","2099","2814","1494","5961","5049","3782","2580","4307","78","2544","4565","1075","4983","185","594","5479","79","2694","4448","4657","2049","3316","2836","6070","5053","2155","1471","3612","926","4642","4007","2030","1472","2029","3906","3908","1080","1818","813"
"4997"," 3.426080e+01","-1.100184e+02","APS","4862","6055","4863","1197","1196","6054","5368","2797","1198","4999","1193","3916","5367","589","3918","3917","1195","1194","4861","5366","5365","3599","5977","588","1192","1737","3206","1738","1735","4998","5978","5318","939","5317","5320","5319","4913","4912","4869","4868","4870","5607","27","26","3705","4221","3703","3706","3704","1255"
"4998"," 3.426072e+01","-1.100183e+02","APS","1735","3599","1737","5977","5318","5317","1192","5320","1193","1738","5319","1197","1194","5366","5365","1195","4861","3917","1198","3918","5367","4999","4862","5368","1196","3916","4863","2797","4997","6054","6055","4912","589","4913","588","3206","4869","4868","5607","4870","5978","27","26","939","3705","1255","4221","3703","1256","3706"
"4999"," 3.426072e+01","-1.100185e+02","APS","1197","1196","1194","4863","5368","4862","3916","1195","5367","5365","4997","6055","1193","5366","1198","4861","6054","2797","5977","3918","3599","589","1192","3917","588","1737","1738","1735","4998","3206","5317","5318","5978","5320","5319","939","4912","4913","4869","4868","4870","5607","27","26","3705","4221","3706","3703","3704","1255"
"5000"," 4.754167e+01","-1.222236e+02","PSE","3811","2224","3418","4875","4148","95","4613","5083","2410","305","5046","4085","1854","2798","3632","1855","4905","5725","3061","5531","4855","4447","203","4876","1676","570","4900","1623","5089","5955","5764","3384","5077","3089","3730","4874","1677","1262","483","3786","6111","2156","581","544","4622","2087","4190","4553","715","3817"
"5001"," 4.185278e+01","-1.118277e+02","PACE","689","3845","5002","4589","5826","3125","2272","2273","3787","436","1414","1275","1276","1277","1938","3964","2002","3965","3966","346","347","345","5786","4318","1158","638","3949","2206","3948","3946","3947","2261","2492","2491","3240","3239","2240","2242","2243","2239","2241","2244","2740","2739","2737","2852","2079","5074","5075","2080"
"5002"," 4.185278e+01","-1.118278e+02","PACE","5001","4589","689","2273","2272","3845","5826","3787","436","3125","1275","1277","1414","1276","1938","3964","3965","2002","3966","347","346","345","5786","1158","4318","638","2206","3948","3949","3946","3947","2261","2492","2491","3239","3240","2240","2242","2740","2739","2737","2239","2241","2243","2244","2852","5074","2079","5075","2080"
"5003"," 4.075594e+01","-1.119034e+02","PACE","341","1944","5363","1028","3469","2838","5361","5819","4225","143","4549","2796","4550","1013","5986","1014","5362","1027","2953","1943","2952","5987","5802","144","6083","5364","298","217","3260","4588","4072","4073","4960","4587","5257","1891","1892","5256","4074","5328","4540","1690","1177","2225","1689","437","439","6071","4431","4432"
"5004"," 4.505431e+01","-1.227097e+02","PGE","5666","3058","5968","4697","4799","592","4407","4993","3791","2299","3351","5847","1282","5232","3616","1050","5571","5851","4698","3790","1970","3792","4991","2961","5668","5196","4031","2660","3333","548","5757","2256","4899","3305","2494","3214","3636","4992","3969","131","5233","1409","4983","3350","2960","85","1316","2661","549","1233"
"5005"," 4.530162e+01","-1.217451e+02","PGE","5236","1074","2544","77","5972","3354","3782","4996","1890","2695","5237","1081","3979","2444","6090","2158","1816","2049","598","6108","2559","5974","2050","2159","4307","5049","1458","4803","6070","5054","2029","3025","1496","926","24","660","2742","185","3236","4797","1236","1810","3759","5436","4671","5057","5674","1011","375","3781"
"5006"," 4.530162e+01","-1.217453e+02","PGE","5048","2694","5354","1074","547","1082","76","2742","5676","5972","4307","3104","4360","3672","2444","5961","2265","4569","5674","5226","660","4996","1495","79","2221","3906","2046","2029","5962","598","2099","5974","3603","5675","5963","6013","1011","4564","5121","2741","5271","4306","3025","77","3612","3981","4428","1236","5355","1472"
"5007","-6.159181e-04"," 3.573978e-04","PACE","3136","5889","3141","3134","3139","350","1589","4770","4769","2978","3140","5008","3138","3133","4282","351","1616","3137","122","3132","1590","2471","4917","5563","4918","3259","4233","282","281","1588","3970","714","5465","5929","3035","2293","3971","5306","1142","3955","900","2812","3956","2934","901","4892","287","5508","5507","3957"
"5008","-6.613076e-04"," 2.791761e-04","PACE","4770","3134","350","3139","3136","3132","4769","3133","5007","4282","2978","1616","3141","3137","1590","3140","122","5889","2471","4233","351","3138","282","1589","4917","4918","281","5563","3259","1588","3955","714","2812","5465","2425","3035","2293","3956","5306","287","4892","5929","5305","5508","2295","2934","901","1142","5507","3970"
"5009"," 4.043639e+01","-1.222686e+02","CA","5129","5380","5896","4067","2152","3126","3127","1402","1980","644","4711","2831","5792","5388","2179","5577","5578","2521","5171","5172","4924","3165","591","3163","3164","4284","4283","344","1173","504","503","1172","3809","2110","2120","2121","2122","1205","1204","2119","2118","5295","1127","1129","1132","1131","1130","1126","1128","1133"
"5010"," 3.920794e+01","-1.213015e+02","CA","265","1030","1474","880","912","913","6077","6078","6079","2799","4425","3915","3914","3913","4771","3463","5927","2542","5926","2070","4703","2625","264","283","2835","4836","722","5347","2540","2017","4461","3975","417","4460","3710","2622","2620","2621","2619","2623","2624","1037","1162","974","574","976","975","2108","3983","2690"
"5011"," 4.720667e+01","-1.222378e+02","PSE","3216","95","1854","306","4022","2859","3633","1174","373","4190","5531","3632","3817","5764","3642","544","1871","715","5724","486","483","148","4873","5725","4876","2410","4478","6110","3418","3803","182","505","5662","94","3681","1870","1872","5888","2773","2087","3811","2028","5838","3089","3730","2400","98","2156","1041","3960"
"5012"," 4.899250e+01","-1.222744e+02","PSE","4592","1805","3887","1807","1274","3943","1806","5893","4849","1780","1927","5159","2384","3212","3211","5486","2091","783","1926","5013","768","410","3846","191","81","3060","4962","2385","2815","3102","4798","5787","3324","2856","4854","4042","1020","558","274","5922","1025","5984","1051","1808","5852","3960","3892","2068","544","190"
"5013"," 4.899250e+01","-1.222745e+02","PSE","3060","3324","3887","5787","410","1805","3211","4247","1274","5893","81","4849","2884","5762","4962","2068","2384","191","542","3212","5012","2667","328","1927","3943","2385","581","5771","1025","3892","5751","274","5984","5985","138","4854","148","3960","1780","544","2383","3102","5322","4041","442","1807","4592","2947","1020","3891"
"5014"," 3.559000e+01","-1.194400e+02","CA","2538","237","4853","2537","1377","945","5243","236","1102","1369","200","428","1375","4537","4343","2374","235","4344","2373","202","201","5671","1371","3804","5230","4914","199","5242","4915","1376","5229","4342","944","6034","1370","619","5758","5988","198","5369","614","616","2832","4916","623","1101","5759","624","620","4487"
"5015"," 3.877770e+01","-1.227409e+02","CA","583","2020","2019","86","2842","3806","3805","2844","2843","1525","5357","5358","5359","1518","1521","1523","1519","1524","1526","1530","1520","1517","1529","1527","1528","1522","4456","4182","3156","4457","4888","4597","4458","4459","1152","1151","1150","1900","1273","1272","1271","1763","1762","4069","444","2460","2461","2462","2463","2109"
"5016"," 3.261858e+01","-1.106258e+02","APS","4322","5468","876","3296","2154","3422","3066","3415","5939","3972","4319","3329","3773","2107","4680","3053","5462","2763","553","1977","2276","137","2429","949","2468","2061","5582","3857","2650","4025","3634","3170","3841","2810","5022","5933","1490","2558","2326","3719","2752","1899","1911","1089","336","6075","798","4382","2651","1209"
"5017"," 3.261858e+01","-1.106257e+02","APS","5468","5943","4968","1977","4837","1976","2763","2428","4573","2996","5714","2315","2351","4025","184","2196","3067","2228","822","3872","2752","4835","877","4385","2810","4926","3833","4311","312","3701","5022","3329","557","5466","2693","3855","4384","2036","2490","3159","4332","4333","1490","3296","2023","2761","1844","4319","4322","3668"
"5018"," 3.261850e+01","-1.106258e+02","APS","4324","5569","3296","982","3207","3852","1089","2222","3066","4573","3857","876","3415","5440","3635","4340","2429","4229","1844","3856","3773","5202","4227","5201","2651","5570","5032","4386","2603","2810","3085","184","2862","335","3170","3842","2650","1481","1283","4381","1988","329","3841","137","1977","2154","393","877","5128","6063"
"5019"," 3.261850e+01","-1.106259e+02","APS","2636","1468","2289","1360","1189","1188","1185","16","1424","868","663","1187","4896","1469","1510","3015","2634","1299","4649","1425","863","1186","3836","667","3837","3013","5020","3012","1190","1301","1303","1361","1465","1429","2639","668","2288","865","3017","1430","1427","1790","1300","1470","864","22","1466","1304","2637","4646"
"5020"," 3.261858e+01","-1.106259e+02","APS","2634","1506","1357","2636","1464","1427","666","1507","1430","668","3015","1187","1468","4646","2288","5473","4896","864","1463","120","1791","1426","1505","1510","3012","2639","1354","1631","4651","662","5472","22","228","1303","867","1189","1353","1190","121","3016","1465","1792","1428","5019","1793","1508","1467","1360","1790","1300"
"5021"," 3.261866e+01","-1.106259e+02","APS","5032","876","3086","5375","4386","669","5461","2600","3066","311","6075","2107","4439","5128","3422","3711","3296","3857","4488","184","828","557","4252","3972","175","4516","1089","4325","1988","3329","1977","3635","3701","4681","2755","5941","3135","4968","3131","2194","254","4926","3745","1905","4679","2429","4332","2666","3415","2649"
"5022"," 3.261866e+01","-1.106258e+02","APS","6075","3296","312","3634","3415","184","4681","3852","2429","753","3635","5461","4025","6030","2351","4381","828","4594","3745","4680","2426","5202","4311","2650","4340","5468","1977","4968","1779","3131","2763","798","2738","3261","5462","4355","2996","3746","2995","4439","5943","2195","3668","557","822","4835","5440","1777","4790","2600"
"5023"," 3.760329e+01","-1.224204e+02","CA","366","1811","2337","1813","1322","2827","2828","2935","1812","4243","365","4241","1321","3313","4242","1323","5742","1462","1163","2271","128","5743","4744","4919","754","1164","364","4240","5078","1436","2270","3142","272","130","2912","3046","5301","3154","3282","273","3155","2181","2180","2182","1889","4181","4857","116","5227","4609"
"5024"," 4.075577e+01","-1.119035e+02","PACE","1939","12","4619","4471","3937","8","6056","2581","13","3586","3585","4517","3728","2381","11","4964","2757","778","4959","3880","2311","4940","2062","4082","1364","5421","3584","5423","1686","5025","2060","1387","2066","2059","3380","3191","850","5114","2758","4495","2063","3231","2531","260","4700","3582","6057","6059","2973","5699"
"5025"," 4.075577e+01","-1.119036e+02","PACE","5114","778","719","12","4959","5422","3750","3937","1686","5294","13","2065","8","1388","1636","2757","4607","2311","2064","1122","6059","3231","851","6057","4619","2381","2758","3191","4302","2553","4620","3880","4495","4471","3582","5402","5421","3728","2380","2067","11","4083","5335","4843","4700","1364","5024","3271","2059","3585"
"5026"," 3.509242e+01","-1.188782e+02","CA","3561","2936","5038","5405","5403","5117","3562","5195","90","161","2803","2001","5037","5035","413","163","5036","2802","162","319","4480","321","2659","3478","3480","320","3523","3581","3479","3481","323","1747","3482","322","318","4481","5677","1749","4864","1750","4277","1748","4287","3822","4289","3823","3824","1179","5639","3731"
"5027"," 4.540410e+01","-1.222733e+02","PGE","5674","5376","3981","1495","598","1473","376","2836","2867","4307","5272","5845","4571","2099","1810","1494","2544","2444","185","5974","4995","2561","397","4666","430","1817","5436","4564","2559","1011","5056","375","2159","5054","80","1080","4921","4570","5676","2860","5048","3105","5479","1083","2861","2046","4446","2050","5047","2871"
"5028"," 3.734102e+01","-1.219009e+02","CA","5033","3639","386","5030","3558","5567","385","2716","2487","3924","3147","5564","5667","3556","3638","5034","4064","1166","4738","5566","3223","5031","1535","3637","3557","5565","3117","2715","3149","3222","2717","1969","2714","3148","1741","1533","1167","2922","1534","1740","1968","634","1739","1165","5710","5029","2458","2923","5709","2459"
"5029"," 3.734084e+01","-1.219009e+02","CA","3117","3924","5565","2716","1167","4064","2717","386","3149","1739","5030","3556","385","5033","3223","3557","2715","3558","3638","5564","2714","5031","1741","5567","1740","1534","4738","3147","1166","5566","5034","4719","2487","3639","5028","1533","1165","3637","2922","3148","1968","2458","634","5667","5710","3222","5709","4526","1535","695"
"5030"," 3.734084e+01","-1.219012e+02","CA","5033","4064","5566","2716","3637","385","2717","3147","5567","3558","5028","386","1533","4738","3639","2715","5031","2487","3557","5034","2714","3117","3556","5564","3924","3638","5565","3223","1166","2922","5667","3222","1167","1165","3148","1968","1739","2458","5029","1535","1534","1969","1741","3149","2923","1740","4262","634","7","2459"
"5031"," 3.734102e+01","-1.219012e+02","CA","386","2716","5567","5033","3639","2717","3557","5030","2487","5034","3558","3924","2714","2715","3147","5566","5565","3637","1533","3117","4738","3222","5667","5564","4064","3149","3556","5028","1167","385","1166","3223","3148","3638","1968","1535","2922","1740","634","5029","1969","1165","2923","1534","1739","2459","2458","1741","4719","7"
"5032"," 3.732825e+01","-1.219025e+02","CA","5021","3855","669","828","311","5018","2600","4968","3634","2132","2281","4382","2752","4311","5939","3131","2023","2651","1546","4835","5461","5569","2603","4253","2976","3857","876","5444","1089","2427","2195","2801","4681","5128","3852","1977","3841","822","3422","4381","4573","2369","3856","4380","3135","3066","4322","2761","4948","5570"
"5033"," 3.732817e+01","-1.219025e+02","CA","3639","2715","5030","5028","386","2716","5667","3638","3556","3637","3558","3222","5564","3557","5566","3147","1969","1166","5034","2717","4064","2714","5031","385","3924","3117","5567","5565","3149","2922","1167","2487","2458","4738","3223","2923","3148","2459","1533","1968","1535","7","634","1165","1739","5029","1534","4262","4261","4893"
"5034"," 3.732817e+01","-1.219026e+02","CA","386","2716","385","3639","3222","5667","5564","5033","3558","3556","5567","3637","3147","2717","1166","5030","3149","7","2714","5031","1969","3638","3117","1167","2459","2458","3924","5028","2922","3223","5566","2487","3148","3557","5565","2715","1968","4893","1165","4262","4738","2292","1533","2923","4064","4261","5029","634","1739","1534"
"5035"," 3.771124e+01","-1.221488e+02","CA","5038","3561","5405","5026","5037","5036","3562","319","5403","3479","413","322","2802","5195","2936","321","323","3480","162","3478","5117","4480","320","2659","1747","161","3481","2803","318","163","90","2001","1749","4277","3581","3523","3822","3823","1748","5639","4287","3824","1750","4289","1179","4288","3482","3731","6006","4864"
"5036"," 3.771106e+01","-1.221488e+02","CA","3561","5038","3562","2936","5035","321","5026","413","3479","5403","322","319","4480","323","5405","5195","1747","2803","5037","2001","320","3478","318","3481","90","3480","2659","161","1749","2802","5117","4289","163","162","3523","4277","3822","1750","5639","4287","3823","3824","1748","1179","3581","4288","3731","4865","4866","6006"
"5037"," 3.771106e+01","-1.221490e+02","CA","3562","5038","3561","413","5405","5026","2001","2802","5035","5195","2936","4480","5117","5403","163","90","2803","321","161","5036","3581","320","319","162","3480","3478","3523","2659","3479","1747","3481","323","322","3482","318","3822","1179","1749","4864","3823","4481","4277","1750","5677","4289","3731","3824","4288","1748","4287"
"5038"," 3.771124e+01","-1.221490e+02","CA","5403","3561","5037","5026","2936","3562","413","5036","319","5405","5035","4480","2803","5195","3478","320","322","5117","2001","318","3479","162","3480","2802","321","3481","163","323","90","1747","161","2659","1750","1749","3581","4289","4277","3523","4288","3822","3824","5639","3731","1179","3823","4287","1748","5677","4865","3482"
"5039"," 3.249753e+01","-1.147603e+02","APS","1008","5425","5041","6116","3008","6115","5072","6118","3010","426","425","6117","5454","1312","5877","1413","5042","3984","4349","6114","1005","5989","6119","4348","1314","5450","2398","5876","1007","5040","5453","1309","4668","3009","3007","5448","3183","5875","1313","5455","5456","1536","4669","5451","5872","1006","6120","1310","1311","3420"
"5040"," 3.249735e+01","-1.147603e+02","APS","6115","5042","425","1007","3183","3009","1005","1536","4668","5041","6114","5991","3984","6117","5877","3008","4348","426","4669","6119","5876","4349","5454","1008","6118","5072","5455","5039","1312","6116","1006","3010","1313","5872","2398","5448","5989","3658","5453","3847","3007","1537","5875","5450","5452","5451","1311","3659","1413","5901"
"5041"," 3.249735e+01","-1.147605e+02","APS","5042","5039","3010","5072","1536","4669","6118","1005","6114","3183","5040","425","5877","3008","1313","1537","4349","6115","1008","4348","1311","426","1006","5989","5448","6117","5425","3984","6119","5872","1007","6116","5876","3007","5875","5450","5991","5454","5453","4668","3009","5451","1312","5449","1413","6120","5901","1308","5455","3658"
"5042"," 3.249753e+01","-1.147605e+02","APS","425","5040","4669","5041","6118","6114","4668","3009","6119","5876","3008","1006","5877","3183","1536","6116","3007","4349","3984","3010","1311","5456","5425","5072","5039","6115","5872","4348","5875","6117","5455","5990","6120","1008","1005","5454","426","5989","5450","1007","3420","5991","1537","6093","3659","5448","1312","5449","5453","1313"
"5043"," 4.865000e+01","-1.216938e+02","PSE","3960","4022","98","4872","4613","4545","2546","2859","4176","3789","4553","5975","3102","545","5771","3632","3660","5985","3892","138","5635","5867","427","5531","3818","5046","2667","95","581","3794","505","3891","558","4190","2547","4230","521","4043","2068","166","5322","243","5487","2626","3730","1781","3216","5662","5077","5983"
"5044"," 4.865000e+01","-1.216940e+02","PSE","373","1020","5844","4176","3102","4872","5046","148","3891","1191","5923","3961","5661","95","4206","98","5852","2547","484","3702","5907","5175","1676","5634","3216","4148","1781","4545","5043","2667","6111","2068","4022","1725","1915","533","5322","5725","4546","5724","2087","2045","544","570","1174","3818","596","4230","2626","6112"
"5045"," 4.504800e+01","-1.229630e+02","PGE","5668","84","3782","4983","409","5436","3543","5272","2860","6104","1409","3526","79","1282","5961","4571","1074","1471","5049","2837","1816","131","1011","2506","2741","2867","5613","2050","5611","1233","4184","5972","1494","2047","4697","3908","2660","5676","3652","2861","5970","3317","6103","4569","3316","3653","4307","2029","1080","5047"
"5046"," 4.753889e+01","-1.218339e+02","PSE","1872","4022","95","373","3642","3632","1174","2044","5077","5487","41","2859","6110","848","3061","533","3216","2400","3683","2087","4563","515","374","6072","4875","5644","94","1855","3089","3892","148","4871","3797","1781","1887","4787","5844","2547","4900","4068","4876","516","3817","1116","4042","715","3633","5083","1238","5764"
"5047"," 4.555126e+01","-1.229205e+02","PGE","1074","3316","3026","3781","1473","598","2029","4571","5048","3025","5054","5027","2867","1818","1816","3603","2519","5614","5613","2868","5676","79","4307","1494","2814","1637","1236","2544","3612","5272","5436","3782","2099","5055","2741","5846","1080","3543","4007","2742","2155","4565","1220","4185","5674","5973","2051","5961","5925","5271"
"5048"," 4.555126e+01","-1.229204e+02","PGE","5674","5436","2049","5051","2519","2099","5676","594","430","24","5272","4564","1810","2046","5006","84","2158","4803","186","2221","479","5055","1068","4360","2192","2443","4306","3652","593","1074","5354","1082","2050","5360","3238","5376","80","813","4996","396","4446","2514","3672","5970","5049","5054","5963","3909","2159","4571"
"5049"," 4.555117e+01","-1.229204e+02","PGE","2158","5354","4996","1471","4803","5436","2544","1796","5055","3104","1011","1082","1494","5376","5963","5676","2030","4307","1074","5974","5048","4657","5104","2099","2814","5961","4446","4185","2694","5272","2867","397","2861","3905","79","3355","927","4566","185","3354","2543","5478","3027","3981","76","4564","3612","5057","2519","5237"
"5050"," 4.555111e+01","-1.229204e+02","PGE","4571","1473","1011","5054","4446","1471","6070","5615","926","3025","5354","5676","4996","5479","2506","3105","4802","2155","1890","3316","4657","1074","186","4564","3603","2544","3780","3602","3816","3981","5436","5053","2159","2867","1236","2161","1075","4449","1816","3604","1591","2741","5237","4566","376","2861","4307","1817","547","2443"
"5051"," 4.555109e+01","-1.229206e+02","PGE","5676","5048","79","2742","4307","1074","2050","5354","3025","2836","3782","5674","5436","5668","2444","660","4571","5360","1472","5236","3652","2741","5121","1075","1816","5961","1473","1496","3732","4446","4184","2514","3316","4995","5974","430","2046","2867","3906","2543","547","2029","4983","598","186","1810","2443","5271","479","4500"
"5052"," 4.555112e+01","-1.229207e+02","PGE","1471","5272","4802","2742","4571","2444","2544","813","3105","4564","5054","4996","3981","3025","5056","4307","2155","80","2159","79","5051","1472","547","2221","2192","3780","5614","3672","4185","2506","593","5674","1816","4566","5846","4671","2046","454","3401","1074","5676","3355","1080","5478","2694","5668","3602","3316","4007","2867"
"5053"," 4.555119e+01","-1.229208e+02","PGE","2580","3981","4996","1817","2867","1473","5354","5615","2155","927","2159","1816","1075","5054","5668","3816","3316","5676","4571","5272","1495","186","4569","2048","430","5376","2514","3603","79","5050","5479","4307","2860","3026","5121","3025","1074","2444","660","375","547","2836","1011","1081","2049","1494","2051","5961","5057","3782"
"5054"," 4.555127e+01","-1.229208e+02","PGE","4307","1817","5354","3025","1074","594","2544","5226","5272","1011","5676","3602","376","3604","3611","2099","2861","1073","4185","5050","3104","24","2265","927","2050","1473","2514","5974","3354","547","1494","4996","5237","2836","2837","5961","593","2221","2529","5963","2049","1890","1082","2029","185","3909","4637","1083","3780","3317"
"5055"," 4.555136e+01","-1.229208e+02","PGE","1074","5676","185","5049","3905","5048","2867","2159","5354","6013","4995","5614","4996","3611","660","79","594","3782","3027","1471","24","1816","2158","2099","1082","4360","2048","2506","2742","2050","3780","3978","4306","4566","5668","4571","5467","3238","3603","2543","1458","4565","2155","927","3025","3316","1810","4307","3781","4184"
"5056"," 4.555144e+01","-1.229208e+02","PGE","1011","3105","2742","5962","4564","2099","1473","4007","3286","4307","2562","3025","1074","2868","3780","2221","5676","3981","5436","927","2192","2159","5972","3612","547","5027","3604","3603","3104","4996","2191","5052","5674","5048","5354","3843","5925","6013","80","1495","430","2049","3237","4104","1494","4448","2158","2544","5961","185"
"5057"," 4.555151e+01","-1.229207e+02","PGE","2742","5436","5676","4307","79","2159","927","4571","3316","1473","3781","2867","1816","4996","376","4448","3672","5674","3401","76","2514","2559","1011","3317","2836","5845","3979","186","5049","2543","5962","3816","1082","2506","3544","4446","4008","4569","3611","3603","4671","3612","5961","1817","3981","3906","5963","2158","2959","1459"
"5058"," 3.312877e+01","-1.171974e+02","CA","1315","1717","1698","324","502","4943","3598","5059","4942","1700","937","2077","861","1699","862","938","1863","2974","3396","3395","4266","796","795","932","2075","5606","5297","2877","936","3280","4891","705","3281","704","1880","2515","1879","392","2517","2516","2518","5244","220","219","5245","4059","517","1539","2759","2394"
